Player,Games Played,Starts,Subbed off,Minutes Played,Passes,Passing Acc,Long Passes,Long Pass Acc,Pass per 90,Forward Passes,Backward Passes,Left Pass,Right Pass,Passing Acc Opponents Half,Passing Acc Own Half,Assists,Key Passes,Crosses,Crossing Acc,Shots,Shots on Target,Goals,Right Foot Goals,Left Foot Goals,Heading Goals,Other,Goals In Box,Goals Out Box,Free Kick Goals,Conversion Rate,Mins Per Goal,Clears,Blocks,Interceptions,Tackles,Tackles Won,Duels,Duels Won,Air Duels,Air Duels Won,Yellow Cards,Red Cards,Fouls Won,Fouls Conceded,Goals Conceded,Shot At,Saves,Save Rate,Clean Sheets,Catches,Punches,Drops,Penalties Saved,Clearances,Team,Subbed on
Edward Opoku,6.0,1.0,1.0,164.0,34.0,76.5,4.0,25.0,18.7,5.0,6.0,7.0,16.0,67.7,83.3,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,6.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,5.0
Eric Avila,8.0,7.0,0.0,663.0,302.0,73.5,49.0,30.6,41.0,124.0,56.0,102.0,20.0,62.0,80.7,2.0,7.0,27.0,11.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,12.0,7.0,81.0,35.0,10.0,1.0,2.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,1.0
Femi Hollinger-Janzen,4.0,2.0,2.0,161.0,44.0,72.7,0.0,0.0,24.6,6.0,12.0,17.0,9.0,63.6,100.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,2.0,32.0,12.0,11.0,4.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,2.0
Gael Mabiala,4.0,1.0,0.0,144.0,65.0,70.8,10.0,40.0,40.6,22.0,16.0,24.0,3.0,54.9,79.2,0.0,3.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,2.0,35.0,19.0,11.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,3.0
J.J. Williams,1.0,0.0,0.0,38.0,13.0,38.5,2.0,0.0,30.8,5.0,2.0,4.0,2.0,33.3,40.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,100.0,19.0,3.0,0.0,0.0,0.0,0.0,10.0,7.0,8.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,1.0
Joseph Holland,5.0,1.0,0.0,156.0,80.0,73.8,8.0,37.5,46.2,16.0,9.0,34.0,21.0,66.0,89.7,0.0,3.0,2.0,100.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,5.0,3.0,22.0,11.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,4.0
Kyle Culbertson,8.0,8.0,1.0,698.0,369.0,65.6,63.0,23.8,47.6,182.0,43.0,10.0,134.0,53.7,69.1,2.0,7.0,37.0,10.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,16.0,11.0,9.0,86.0,48.0,33.0,22.0,4.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,0.0
Kyle Fisher,7.0,7.0,2.0,565.0,242.0,77.7,48.0,56.3,38.5,107.0,19.0,84.0,32.0,60.4,86.9,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,14.0,13.0,11.0,79.0,42.0,44.0,22.0,2.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,0.0
Marcel Appiah,1.0,1.0,0.0,90.0,32.0,75.0,6.0,33.3,32.0,15.0,4.0,6.0,7.0,50.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,8.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,0.0
Marcos Ugarte,2.0,1.0,1.0,66.0,34.0,88.2,3.0,66.7,46.4,13.0,8.0,7.0,6.0,81.8,100.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,1.0
Mathieu Laurent,4.0,4.0,1.0,332.0,155.0,82.6,24.0,50.0,42.0,64.0,9.0,33.0,49.0,75.4,87.2,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,50.0,332.0,14.0,2.0,6.0,11.0,8.0,41.0,26.0,21.0,14.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,0.0
Matt Van Oekel,6.0,6.0,0.0,540.0,177.0,54.8,125.0,36.0,29.5,126.0,0.0,31.0,20.0,36.1,77.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,7.0,6.0,4.0,3.0,0.0,0.0,3.0,0.0,10.0,31.0,21.0,67.7,2.0,6.0,4.0,0.0,0.0,8.0,Birmingham Legion FC,0.0
Mikey Lopez,7.0,7.0,2.0,606.0,348.0,76.1,45.0,48.9,51.7,131.0,25.0,94.0,98.0,68.4,83.6,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,17.0,31.0,19.0,94.0,56.0,22.0,13.0,3.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,0.0
Prosper Kasim,8.0,7.0,4.0,620.0,219.0,79.9,15.0,73.3,31.8,41.0,55.0,74.0,49.0,73.6,92.5,0.0,14.0,8.0,25.0,15.0,7.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,13.3,310.0,0.0,0.0,3.0,7.0,3.0,67.0,29.0,15.0,7.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,1.0
Trevor Spangenberg,2.0,2.0,0.0,180.0,60.0,46.7,44.0,29.5,30.0,43.0,0.0,13.0,4.0,22.6,72.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,0.0
Tyler Turner,5.0,3.0,0.0,310.0,166.0,85.5,22.0,54.5,48.2,75.0,20.0,31.0,40.0,79.2,87.8,0.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,3.0,2.0,2.0,20.0,9.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,2.0
Zachary Herivaux,7.0,7.0,0.0,630.0,297.0,86.5,23.0,56.5,42.4,80.0,66.0,76.0,75.0,78.9,93.8,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,6.0,14.0,13.0,82.0,50.0,24.0,14.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham Legion FC,0.0
Anthony Velarde,7.0,2.0,2.0,257.0,88.0,71.6,7.0,57.1,30.8,27.0,19.0,23.0,19.0,54.5,90.0,0.0,3.0,5.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,257.0,0.0,0.0,2.0,4.0,3.0,46.0,16.0,13.0,3.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,5.0
Ben Lundgaard,4.0,4.0,0.0,360.0,104.0,37.5,93.0,30.1,26.0,96.0,0.0,4.0,4.0,28.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,6.0,66.7,2.0,2.0,2.0,1.0,0.0,3.0,Pittsburgh Riverhounds,0.0
Caleb Smith,1.0,0.0,0.0,15.0,4.0,75.0,0.0,0.0,24.0,4.0,0.0,0.0,0.0,66.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,1.0
Christian Volesky,5.0,1.0,1.0,140.0,32.0,93.8,0.0,0.0,20.6,3.0,14.0,4.0,11.0,95.5,90.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,140.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,7.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,4.0
Jordan Dover,7.0,7.0,1.0,629.0,287.0,67.9,52.0,19.2,41.1,150.0,44.0,79.0,14.0,55.2,82.6,1.0,3.0,11.0,9.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,11.0,17.0,13.0,82.0,49.0,26.0,16.0,2.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,0.0
Joseph Greenspan,7.0,7.0,0.0,630.0,344.0,66.0,106.0,38.7,49.1,179.0,16.0,91.0,58.0,42.7,87.2,0.0,2.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.5,630.0,53.0,3.0,5.0,8.0,4.0,84.0,59.0,62.0,46.0,2.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,0.0
Kenardo Forbes,7.0,7.0,1.0,622.0,345.0,79.4,56.0,58.9,49.9,110.0,46.0,65.0,124.0,72.1,84.6,2.0,13.0,9.0,11.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,3.0,52.0,20.0,6.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,0.0
Kevin Kerr,7.0,6.0,5.0,449.0,181.0,78.5,26.0,61.5,36.3,53.0,33.0,53.0,42.0,66.9,95.8,1.0,9.0,13.0,30.8,5.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,224.5,2.0,0.0,1.0,12.0,10.0,54.0,28.0,16.0,9.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,1.0
Kyle Morton,3.0,3.0,0.0,270.0,58.0,48.3,43.0,30.2,19.3,46.0,0.0,4.0,8.0,35.5,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0,25.0,0.0,1.0,2.0,0.0,0.0,3.0,Pittsburgh Riverhounds,0.0
Mouhamed Dabo,7.0,6.0,3.0,490.0,193.0,77.2,19.0,42.1,35.4,57.0,32.0,57.0,47.0,65.1,91.8,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,10.0,7.0,67.0,28.0,32.0,11.0,1.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,1.0
Neco Brett,7.0,6.0,4.0,529.0,160.0,78.1,12.0,66.7,27.2,32.0,50.0,38.0,40.0,67.9,87.5,0.0,4.0,7.0,0.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,28.6,264.5,1.0,0.0,0.0,6.0,6.0,52.0,23.0,16.0,5.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,1.0
Noah Franke,3.0,0.0,0.0,25.0,19.0,78.9,0.0,0.0,68.4,3.0,10.0,4.0,2.0,76.5,100.0,0.0,2.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,3.0
Robbie Mertz,3.0,0.0,0.0,28.0,19.0,94.7,0.0,0.0,61.1,4.0,6.0,3.0,6.0,93.3,100.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,3.0
Ryan James,7.0,7.0,0.0,630.0,285.0,70.5,45.0,46.7,40.7,114.0,56.0,9.0,106.0,58.8,78.5,2.0,7.0,27.0,29.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,24.0,16.0,11.0,87.0,50.0,27.0,21.0,1.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,0.0
Steevan Dos Santos,7.0,7.0,1.0,605.0,194.0,54.1,13.0,30.8,28.9,79.0,40.0,39.0,36.0,49.7,64.1,0.0,1.0,8.0,12.5,14.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.1,605.0,0.0,1.0,2.0,10.0,8.0,193.0,94.0,132.0,66.0,1.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,0.0
Thomas Vancaeyezeele,7.0,7.0,0.0,630.0,339.0,72.3,60.0,40.0,48.4,163.0,25.0,98.0,53.0,61.2,82.5,0.0,5.0,5.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,15.0,17.0,12.0,82.0,42.0,32.0,18.0,1.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,0.0
Tobi Adewole,7.0,7.0,1.0,621.0,257.0,69.3,69.0,34.8,37.2,130.0,11.0,35.0,81.0,55.2,78.9,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,621.0,22.0,3.0,6.0,10.0,7.0,65.0,40.0,35.0,24.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pittsburgh Riverhounds,0.0
Aidan Daniels,4.0,0.0,0.0,33.0,15.0,80.0,1.0,100.0,40.9,4.0,4.0,2.0,5.0,73.3,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,4.0
Callum Irving,3.0,3.0,0.0,270.0,94.0,52.1,77.0,41.6,31.3,81.0,0.0,11.0,2.0,38.8,85.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,88.9,2.0,3.0,0.0,0.0,0.0,2.0,Ottawa Fury FC,0.0
Carl Haworth,6.0,6.0,1.0,527.0,202.0,66.3,29.0,34.5,34.5,85.0,31.0,54.0,32.0,61.1,66.7,2.0,9.0,2.0,100.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.7,527.0,7.0,0.0,5.0,17.0,14.0,72.0,40.0,20.0,12.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,0.0
Charlie Ward,6.0,6.0,2.0,530.0,423.0,91.5,34.0,73.5,71.8,96.0,51.0,142.0,134.0,87.2,94.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,3.0,2.0,28.0,13.0,9.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,0.0
Chris Mannella,4.0,4.0,1.0,339.0,201.0,85.1,22.0,77.3,53.4,55.0,43.0,71.0,32.0,80.0,90.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,5.0,36.0,23.0,15.0,9.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,0.0
Christiano François,6.0,6.0,0.0,540.0,133.0,73.7,12.0,25.0,22.2,22.0,42.0,49.0,20.0,66.7,75.0,0.0,4.0,15.0,20.0,14.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.1,540.0,1.0,0.0,0.0,4.0,4.0,83.0,28.0,20.0,3.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,0.0
Dakota Barnathan,6.0,5.0,0.0,453.0,240.0,78.8,32.0,40.6,47.7,106.0,10.0,38.0,86.0,62.8,95.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.0,3.0,1.0,38.0,18.0,28.0,13.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,1.0
David Monsalve,3.0,3.0,0.0,270.0,99.0,38.4,75.0,20.0,33.0,74.0,0.0,14.0,11.0,16.9,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,73.3,1.0,4.0,2.0,0.0,0.0,2.0,Ottawa Fury FC,0.0
Jamar Dixon,4.0,3.0,1.0,259.0,101.0,69.3,24.0,37.5,35.1,47.0,26.0,27.0,1.0,58.3,85.4,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,5.0,9.0,4.0,43.0,21.0,10.0,4.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,1.0
Jérémy Gagnon-Laparé,6.0,5.0,0.0,462.0,269.0,82.9,20.0,45.0,52.4,88.0,74.0,21.0,86.0,76.9,90.4,0.0,5.0,4.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,8.0,2.0,51.0,29.0,10.0,8.0,1.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,1.0
Kévin Oliveira,6.0,6.0,3.0,505.0,181.0,77.3,17.0,58.8,32.3,41.0,53.0,22.0,65.0,73.7,78.4,1.0,8.0,3.0,0.0,11.0,5.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,18.2,252.5,2.0,0.0,2.0,13.0,10.0,87.0,40.0,13.0,4.0,1.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,0.0
Mour Samb,4.0,3.0,2.0,287.0,86.0,73.3,4.0,75.0,27.0,25.0,34.0,15.0,12.0,62.8,93.8,1.0,2.0,2.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,287.0,2.0,0.0,4.0,8.0,7.0,48.0,22.0,15.0,7.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,1.0
Nana Attakora,2.0,2.0,0.0,180.0,72.0,76.4,17.0,41.2,36.0,29.0,7.0,22.0,14.0,51.9,91.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,1.0,9.0,7.0,7.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,0.0
Onua Obasi,3.0,3.0,0.0,270.0,126.0,65.9,20.0,40.0,42.0,63.0,31.0,6.0,26.0,55.8,78.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,9.0,9.0,40.0,27.0,15.0,11.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,0.0
Protais Mutambala,2.0,0.0,0.0,19.0,7.0,71.4,0.0,0.0,33.2,2.0,5.0,0.0,0.0,75.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,2.0
Robert Boskovic,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,1.0
Shaan Hundal,1.0,0.0,0.0,5.0,2.0,100.0,0.0,0.0,36.0,0.0,0.0,2.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,1.0
Thiago -,2.0,0.0,0.0,55.0,32.0,62.5,7.0,42.9,52.4,15.0,6.0,6.0,5.0,60.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,16.0,6.0,5.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,2.0
Thomas Meilleur-Giguère,6.0,6.0,0.0,540.0,292.0,74.7,72.0,36.1,48.7,123.0,17.0,100.0,52.0,48.0,87.7,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,33.3,540.0,44.0,5.0,11.0,7.0,5.0,38.0,25.0,26.0,16.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,0.0
Wal Fall,5.0,5.0,4.0,395.0,185.0,76.8,22.0,63.6,42.2,69.0,27.0,42.0,47.0,73.6,82.8,1.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,14.0,11.0,73.0,41.0,27.0,13.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ottawa Fury FC,0.0
Alec Kann,3.0,3.0,0.0,270.0,105.0,76.2,50.0,52.0,35.0,51.0,0.0,23.0,31.0,25.0,88.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,7.0,12.0,5.0,41.7,0.0,3.0,1.0,0.0,0.0,5.0,Atlanta United 2,0.0
Alessandro Castro,2.0,1.0,1.0,104.0,34.0,82.4,3.0,100.0,29.4,16.0,3.0,7.0,8.0,66.7,100.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atlanta United 2,1.0
